Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,608,929,1537,Taikkyi,MMR013005
 Bungalow/Brick house,1590,670,2260,Taikkyi,MMR013005
 Semi-pacca house,2159,1773,3932,Taikkyi,MMR013005
 Wooden house,10064,23261,33325,Taikkyi,MMR013005
 Bamboo,4954,17936,22890,Taikkyi,MMR013005
 Hut 2 - 3 years,408,1010,1418,Taikkyi,MMR013005
 Hut 1 year,421,902,1323,Taikkyi,MMR013005
 Other,155,159,314,Taikkyi,MMR013005
 Total,20359,46640,66999,Taikkyi,MMR013005
