Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,49,10,59,Thongwa,MMR013025
 Bungalow/Brick house,524,491,1015,Thongwa,MMR013025
 Semi-pacca house,688,1273,1961,Thongwa,MMR013025
 Wooden house,3566,14119,17685,Thongwa,MMR013025
 Bamboo,1710,16453,18163,Thongwa,MMR013025
 Hut 2 - 3 years,56,518,574,Thongwa,MMR013025
 Hut 1 year,68,309,377,Thongwa,MMR013025
 Other,95,158,253,Thongwa,MMR013025
 Total,6756,33331,40087,Thongwa,MMR013025
