Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,-,1,1,Ngayokaung(ST),MMR017004
 Bungalow/Brick house,18,12,30,Ngayokaung(ST),MMR017004
 Semi-pacca house,42,89,131,Ngayokaung(ST),MMR017004
 Wooden house,549,5839,6388,Ngayokaung(ST),MMR017004
 Bamboo,218,1761,1979,Ngayokaung(ST),MMR017004
 Hut 2 - 3 years,2,792,794,Ngayokaung(ST),MMR017004
 Hut 1 year,4,417,421,Ngayokaung(ST),MMR017004
 Other,-,457,457,Ngayokaung(ST),MMR017004
 Total,833,9368,10201,Ngayokaung(ST),MMR017004
