Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,97,171,268,Mawlamyinegyun,MMR017018
 Bungalow/Brick house,417,468,885,Mawlamyinegyun,MMR017018
 Semi-pacca house,592,1108,1700,Mawlamyinegyun,MMR017018
 Wooden house,4276,28107,32383,Mawlamyinegyun,MMR017018
 Bamboo,1244,27959,29203,Mawlamyinegyun,MMR017018
 Hut 2 - 3 years,421,4789,5210,Mawlamyinegyun,MMR017018
 Hut 1 year,285,3566,3851,Mawlamyinegyun,MMR017018
 Other,251,1135,1386,Mawlamyinegyun,MMR017018
 Total,7583,67303,74886,Mawlamyinegyun,MMR017018
