Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,20,-,20,Panlon(ST),MMR015021
 Bungalow/Brick house,131,6,137,Panlon(ST),MMR015021
 Semi-pacca house,82,53,135,Panlon(ST),MMR015021
 Wooden house,19,62,81,Panlon(ST),MMR015021
 Bamboo,356,383,739,Panlon(ST),MMR015021
 Hut 2 - 3 years,8,1,9,Panlon(ST),MMR015021
 Hut 1 year,6,-,6,Panlon(ST),MMR015021
 Other,39,19,58,Panlon(ST),MMR015021
 Total,661,524,1185,Panlon(ST),MMR015021
