Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,1,398,399,Sinpaungwe`,MMR009017
 Bungalow/Brick house,146,344,490,Sinpaungwe`,MMR009017
 Semi-pacca house,90,1155,1245,Sinpaungwe`,MMR009017
 Wooden house,487,13265,13752,Sinpaungwe`,MMR009017
 Bamboo,551,11818,12369,Sinpaungwe`,MMR009017
 Hut 2 - 3 years,2,302,304,Sinpaungwe`,MMR009017
 Hut 1 year,4,85,89,Sinpaungwe`,MMR009017
 Other,-,36,36,Sinpaungwe`,MMR009017
 Total,1281,27403,28684,Sinpaungwe`,MMR009017
