Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,31,61,92,Wakema,MMR017017
 Bungalow/Brick house,254,664,918,Wakema,MMR017017
 Semi-pacca house,271,1361,1632,Wakema,MMR017017
 Wooden house,3128,27764,30892,Wakema,MMR017017
 Bamboo,1307,29651,30958,Wakema,MMR017017
 Hut 2 - 3 years,50,1403,1453,Wakema,MMR017017
 Hut 1 year,36,894,930,Wakema,MMR017017
 Other,228,345,573,Wakema,MMR017017
 Total,5305,62143,67448,Wakema,MMR017017
