Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,314,-,314,Kengtaung(ST),MMR014019
 Bungalow/Brick house,222,-,222,Kengtaung(ST),MMR014019
 Semi-pacca house,190,-,190,Kengtaung(ST),MMR014019
 Wooden house,1193,24,1217,Kengtaung(ST),MMR014019
 Bamboo,97,138,235,Kengtaung(ST),MMR014019
 Hut 2 - 3 years,25,1,26,Kengtaung(ST),MMR014019
 Hut 1 year,9,1,10,Kengtaung(ST),MMR014019
 Other,47,-,47,Kengtaung(ST),MMR014019
 Total,2097,164,2261,Kengtaung(ST),MMR014019
