Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,366,844,1210,Aunglan,MMR009016
 Bungalow/Brick house,1482,766,2248,Aunglan,MMR009016
 Semi-pacca house,1066,1648,2714,Aunglan,MMR009016
 Wooden house,4470,22123,26593,Aunglan,MMR009016
 Bamboo,3745,18628,22373,Aunglan,MMR009016
 Hut 2 - 3 years,260,1332,1592,Aunglan,MMR009016
 Hut 1 year,140,465,605,Aunglan,MMR009016
 Other,96,178,274,Aunglan,MMR009016
 Total,11625,45984,57609,Aunglan,MMR009016
