Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,433,180,613,Phekon,MMR014010
 Bungalow/Brick house,1254,2752,4006,Phekon,MMR014010
 Semi-pacca house,473,1930,2403,Phekon,MMR014010
 Wooden house,747,8743,9490,Phekon,MMR014010
 Bamboo,435,2670,3105,Phekon,MMR014010
 Hut 2 - 3 years,63,110,173,Phekon,MMR014010
 Hut 1 year,18,26,44,Phekon,MMR014010
 Other,8,242,250,Phekon,MMR014010
 Total,3431,16653,20084,Phekon,MMR014010
