Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,3,1,4,Sami(ST),MMR004009
 Bungalow/Brick house,1,-,1,Sami(ST),MMR004009
 Semi-pacca house,12,2,14,Sami(ST),MMR004009
 Wooden house,112,999,1111,Sami(ST),MMR004009
 Bamboo,501,4493,4994,Sami(ST),MMR004009
 Hut 2 - 3 years,3,85,88,Sami(ST),MMR004009
 Hut 1 year,1,10,11,Sami(ST),MMR004009
 Total,633,5590,6223,Sami(ST),MMR004009
