Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,3291,-,3291,Dagon Myothit(South),MMR013018
 Bungalow/Brick house,4855,-,4855,Dagon Myothit(South),MMR013018
 Semi-pacca house,7098,-,7098,Dagon Myothit(South),MMR013018
 Wooden house,46860,-,46860,Dagon Myothit(South),MMR013018
 Bamboo,11790,-,11790,Dagon Myothit(South),MMR013018
 Hut 2 - 3 years,874,-,874,Dagon Myothit(South),MMR013018
 Hut 1 year,685,-,685,Dagon Myothit(South),MMR013018
 Other,1531,-,1531,Dagon Myothit(South),MMR013018
 Total,76984,-,76984,Dagon Myothit(South),MMR013018
