Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,16,16,32,Mannaung,MMR017011
 Bungalow/Brick house,44,16,60,Mannaung,MMR017011
 Semi-pacca house,226,203,429,Mannaung,MMR017011
 Wooden house,839,11191,12030,Mannaung,MMR017011
 Bamboo,171,1925,2096,Mannaung,MMR017011
 Hut 2 - 3 years,2,57,59,Mannaung,MMR017011
 Hut 1 year,7,12,19,Mannaung,MMR017011
 Other,1,9,10,Mannaung,MMR017011
 Total,1306,13429,14735,Mannaung,MMR017011
