Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,21,30,51,Tigyaing,MMR005022
 Bungalow/Brick house,491,544,1035,Tigyaing,MMR005022
 Semi-pacca house,210,647,857,Tigyaing,MMR005022
 Wooden house,1378,13123,14501,Tigyaing,MMR005022
 Bamboo,897,8431,9328,Tigyaing,MMR005022
 Hut 2 - 3 years,64,344,408,Tigyaing,MMR005022
 Hut 1 year,5,134,139,Tigyaing,MMR005022
 Other,4,66,70,Tigyaing,MMR005022
 Total,3070,23319,26389,Tigyaing,MMR005022
