Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,47,23,70,Tontar(ST),MMR016007
 Bungalow/Brick house,39,21,60,Tontar(ST),MMR016007
 Semi-pacca house,72,10,82,Tontar(ST),MMR016007
 Wooden house,128,600,728,Tontar(ST),MMR016007
 Bamboo,134,1435,1569,Tontar(ST),MMR016007
 Hut 2 - 3 years,1,151,152,Tontar(ST),MMR016007
 Hut 1 year,1,18,19,Tontar(ST),MMR016007
 Other,5,9,14,Tontar(ST),MMR016007
 Total,427,2267,2694,Tontar(ST),MMR016007
