Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,22,482,504,Seikphyu,MMR009022
 Bungalow/Brick house,269,218,487,Seikphyu,MMR009022
 Semi-pacca house,106,259,365,Seikphyu,MMR009022
 Wooden house,187,12572,12759,Seikphyu,MMR009022
 Bamboo,1498,7141,8639,Seikphyu,MMR009022
 Hut 2 - 3 years,31,520,551,Seikphyu,MMR009022
 Hut 1 year,11,81,92,Seikphyu,MMR009022
 Other,5,25,30,Seikphyu,MMR009022
 Total,2129,21298,23427,Seikphyu,MMR009022
