Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,44,5,49,Tedim,MMR004004
 Bungalow/Brick house,139,56,195,Tedim,MMR004004
 Semi-pacca house,151,116,267,Tedim,MMR004004
 Wooden house,1882,11186,13068,Tedim,MMR004004
 Bamboo,22,901,923,Tedim,MMR004004
 Hut 2 - 3 years,3,90,93,Tedim,MMR004004
 Hut 1 year,-,21,21,Tedim,MMR004004
 Other,9,58,67,Tedim,MMR004004
 Total,2250,12433,14683,Tedim,MMR004004
