Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,192,3,195,Matupi,MMR004007
 Bungalow/Brick house,41,6,47,Matupi,MMR004007
 Semi-pacca house,118,15,133,Matupi,MMR004007
 Wooden house,1185,4347,5532,Matupi,MMR004007
 Bamboo,132,1568,1700,Matupi,MMR004007
 Hut 2 - 3 years,-,15,15,Matupi,MMR004007
 Hut 1 year,-,6,6,Matupi,MMR004007
 Other,2,6,8,Matupi,MMR004007
 Total,1670,5966,7636,Matupi,MMR004007
