Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,23,4,27,Mineshu,MMR014017
 Bungalow/Brick house,488,531,1019,Mineshu,MMR014017
 Semi-pacca house,277,494,771,Mineshu,MMR014017
 Wooden house,414,1860,2274,Mineshu,MMR014017
 Bamboo,821,4010,4831,Mineshu,MMR014017
 Hut 2 - 3 years,29,158,187,Mineshu,MMR014017
 Hut 1 year,1,46,47,Mineshu,MMR014017
 Other,30,15,45,Mineshu,MMR014017
 Total,2083,7118,9201,Mineshu,MMR014017
