Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,87,131,218,Mineye`,MMR015003
 Bungalow/Brick house,433,249,682,Mineye`,MMR015003
 Semi-pacca house,159,477,636,Mineye`,MMR015003
 Wooden house,129,2978,3107,Mineye`,MMR015003
 Bamboo,527,7755,8282,Mineye`,MMR015003
 Hut 2 - 3 years,4,151,155,Mineye`,MMR015003
 Hut 1 year,2,58,60,Mineye`,MMR015003
 Other,129,59,188,Mineye`,MMR015003
 Total,1470,11858,13328,Mineye`,MMR015003
