Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,3,40,43,Wetlet,MMR005006
 Bungalow/Brick house,307,2379,2686,Wetlet,MMR005006
 Semi-pacca house,146,1749,1895,Wetlet,MMR005006
 Wooden house,230,13843,14073,Wetlet,MMR005006
 Bamboo,1607,25406,27013,Wetlet,MMR005006
 Hut 2 - 3 years,9,689,698,Wetlet,MMR005006
 Hut 1 year,4,162,166,Wetlet,MMR005006
 Other,-,138,138,Wetlet,MMR005006
 Total,2306,44406,46712,Wetlet,MMR005006
