Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,21,12,33,Pindaya,MMR014006
 Bungalow/Brick house,1347,6283,7630,Pindaya,MMR014006
 Semi-pacca house,384,2761,3145,Pindaya,MMR014006
 Wooden house,131,1162,1293,Pindaya,MMR014006
 Bamboo,372,4968,5340,Pindaya,MMR014006
 Hut 2 - 3 years,-,67,67,Pindaya,MMR014006
 Hut 1 year,1,17,18,Pindaya,MMR014006
 Other,3,15,18,Pindaya,MMR014006
 Total,2259,15285,17544,Pindaya,MMR014006
