Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,2650,-,2650,Chanmyatharzi,MMR010004
 Bungalow/Brick house,7116,-,7116,Chanmyatharzi,MMR010004
 Semi-pacca house,4461,-,4461,Chanmyatharzi,MMR010004
 Wooden house,10553,-,10553,Chanmyatharzi,MMR010004
 Bamboo,26950,-,26950,Chanmyatharzi,MMR010004
 Hut 2 - 3 years,586,-,586,Chanmyatharzi,MMR010004
 Hut 1 year,384,-,384,Chanmyatharzi,MMR010004
 Other,347,-,347,Chanmyatharzi,MMR010004
 Total,53047,-,53047,Chanmyatharzi,MMR010004
