Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,53,1,54,Nanyun,MMR005037
 Bungalow/Brick house,3,-,3,Nanyun,MMR005037
 Semi-pacca house,7,2,9,Nanyun,MMR005037
 Wooden house,88,58,146,Nanyun,MMR005037
 Bamboo,224,1130,1354,Nanyun,MMR005037
 Hut 2 - 3 years,-,2,2,Nanyun,MMR005037
 Total,375,1193,1568,Nanyun,MMR005037
