Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,33,266,299,Daik U,MMR007007
 Bungalow/Brick house,855,1157,2012,Daik U,MMR007007
 Semi-pacca house,571,2014,2585,Daik U,MMR007007
 Wooden house,5422,22046,27468,Daik U,MMR007007
 Bamboo,1778,10458,12236,Daik U,MMR007007
 Hut 2 - 3 years,34,557,591,Daik U,MMR007007
 Hut 1 year,29,403,432,Daik U,MMR007007
 Other,18,112,130,Daik U,MMR007007
 Total,8740,37013,45753,Daik U,MMR007007
