Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,16,312,328,Tanintharyi,MMR006008
 Bungalow/Brick house,21,378,399,Tanintharyi,MMR006008
 Semi-pacca house,135,979,1114,Tanintharyi,MMR006008
 Wooden house,692,7963,8655,Tanintharyi,MMR006008
 Bamboo,242,7683,7925,Tanintharyi,MMR006008
 Hut 2 - 3 years,18,1088,1106,Tanintharyi,MMR006008
 Hut 1 year,1,321,322,Tanintharyi,MMR006008
 Other,1,79,80,Tanintharyi,MMR006008
 Total,1126,18803,19929,Tanintharyi,MMR006008
