Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,6,104,110,Minekoke(ST),MMR016006
 Bungalow/Brick house,27,59,86,Minekoke(ST),MMR016006
 Semi-pacca house,17,35,52,Minekoke(ST),MMR016006
 Wooden house,135,396,531,Minekoke(ST),MMR016006
 Bamboo,76,2094,2170,Minekoke(ST),MMR016006
 Hut 2 - 3 years,6,227,233,Minekoke(ST),MMR016006
 Hut 1 year,6,2,8,Minekoke(ST),MMR016006
 Other,11,1,12,Minekoke(ST),MMR016006
 Total,284,2918,3202,Minekoke(ST),MMR016006
