Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,22,181,203,Wuntho,MMR005025
 Bungalow/Brick house,248,275,523,Wuntho,MMR005025
 Semi-pacca house,340,452,792,Wuntho,MMR005025
 Wooden house,1174,7359,8533,Wuntho,MMR005025
 Bamboo,804,3104,3908,Wuntho,MMR005025
 Hut 2 - 3 years,-,210,210,Wuntho,MMR005025
 Hut 1 year,1,31,32,Wuntho,MMR005025
 Other,1,3,4,Wuntho,MMR005025
 Total,2590,11615,14205,Wuntho,MMR005025
