Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,-,245,245,Minenaung(ST),MMR014015
 Bungalow/Brick house,181,153,334,Minenaung(ST),MMR014015
 Semi-pacca house,88,229,317,Minenaung(ST),MMR014015
 Wooden house,64,853,917,Minenaung(ST),MMR014015
 Bamboo,402,3557,3959,Minenaung(ST),MMR014015
 Hut 2 - 3 years,9,9,18,Minenaung(ST),MMR014015
 Hut 1 year,4,12,16,Minenaung(ST),MMR014015
 Other,4,1,5,Minenaung(ST),MMR014015
 Total,752,5059,5811,Minenaung(ST),MMR014015
