Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,336,2182,2518,Pakokku,MMR009018
 Bungalow/Brick house,1658,1345,3003,Pakokku,MMR009018
 Semi-pacca house,1422,3055,4477,Pakokku,MMR009018
 Wooden house,3717,12514,16231,Pakokku,MMR009018
 Bamboo,11679,26811,38490,Pakokku,MMR009018
 Hut 2 - 3 years,139,968,1107,Pakokku,MMR009018
 Hut 1 year,55,211,266,Pakokku,MMR009018
 Other,63,185,248,Pakokku,MMR009018
 Total,19069,47271,66340,Pakokku,MMR009018
