Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,26,2,28,Zigon,MMR008011
 Bungalow/Brick house,199,62,261,Zigon,MMR008011
 Semi-pacca house,439,324,763,Zigon,MMR008011
 Wooden house,2513,9648,12161,Zigon,MMR008011
 Bamboo,758,3736,4494,Zigon,MMR008011
 Hut 2 - 3 years,16,313,329,Zigon,MMR008011
 Hut 1 year,12,140,152,Zigon,MMR008011
 Other,4,18,22,Zigon,MMR008011
 Total,3967,14243,18210,Zigon,MMR008011
