Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,114,110,224,Kunlon,MMR015020
 Bungalow/Brick house,292,1280,1572,Kunlon,MMR015020
 Semi-pacca house,223,1045,1268,Kunlon,MMR015020
 Wooden house,193,833,1026,Kunlon,MMR015020
 Bamboo,313,5669,5982,Kunlon,MMR015020
 Hut 2 - 3 years,2,20,22,Kunlon,MMR015020
 Hut 1 year,2,8,10,Kunlon,MMR015020
 Other,19,269,288,Kunlon,MMR015020
 Total,1158,9234,10392,Kunlon,MMR015020
