Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,20,-,20,Monehta(ST),MMR016008
 Bungalow/Brick house,2,1,3,Monehta(ST),MMR016008
 Semi-pacca house,6,4,10,Monehta(ST),MMR016008
 Wooden house,8,33,41,Monehta(ST),MMR016008
 Bamboo,39,711,750,Monehta(ST),MMR016008
 Hut 2 - 3 years,9,78,87,Monehta(ST),MMR016008
 Hut 1 year,5,-,5,Monehta(ST),MMR016008
 Other,2,11,13,Monehta(ST),MMR016008
 Total,91,838,929,Monehta(ST),MMR016008
