Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,2,8,10,Myothit(ST),MMR005030
 Bungalow/Brick house,15,19,34,Myothit(ST),MMR005030
 Semi-pacca house,6,74,80,Myothit(ST),MMR005030
 Wooden house,131,1372,1503,Myothit(ST),MMR005030
 Bamboo,148,1264,1412,Myothit(ST),MMR005030
 Hut 2 - 3 years,-,35,35,Myothit(ST),MMR005030
 Hut 1 year,4,11,15,Myothit(ST),MMR005030
 Other,2,6,8,Myothit(ST),MMR005030
 Total,308,2789,3097,Myothit(ST),MMR005030
