Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,1291,692,1983,Pan San(Pan Kham),MMR015005
 Bungalow/Brick house,284,1508,1792,Pan San(Pan Kham),MMR015005
 Semi-pacca house,318,702,1020,Pan San(Pan Kham),MMR015005
 Wooden house,126,3624,3750,Pan San(Pan Kham),MMR015005
 Bamboo,1,6994,6995,Pan San(Pan Kham),MMR015005
 Hut 2 - 3 years,-,368,368,Pan San(Pan Kham),MMR015005
 Hut 1 year,-,24,24,Pan San(Pan Kham),MMR015005
 Other,2,208,210,Pan San(Pan Kham),MMR015005
 Total,2022,14120,16142,Pan San(Pan Kham),MMR015005
