Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,172,265,437,Kambalu,MMR005007
 Bungalow/Brick house,670,2259,2929,Kambalu,MMR005007
 Semi-pacca house,429,3144,3573,Kambalu,MMR005007
 Wooden house,1672,22599,24271,Kambalu,MMR005007
 Bamboo,2166,26555,28721,Kambalu,MMR005007
 Hut 2 - 3 years,27,994,1021,Kambalu,MMR005007
 Hut 1 year,1,180,181,Kambalu,MMR005007
 Other,46,147,193,Kambalu,MMR005007
 Total,5183,56143,61326,Kambalu,MMR005007
