Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,74,36,110,Nattalin,MMR008012
 Bungalow/Brick house,538,328,866,Nattalin,MMR008012
 Semi-pacca house,374,1039,1413,Nattalin,MMR008012
 Wooden house,2774,26758,29532,Nattalin,MMR008012
 Bamboo,842,12307,13149,Nattalin,MMR008012
 Hut 2 - 3 years,21,391,412,Nattalin,MMR008012
 Hut 1 year,5,229,234,Nattalin,MMR008012
 Other,14,39,53,Nattalin,MMR008012
 Total,4642,41127,45769,Nattalin,MMR008012
