Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,26,9,35,Namsan(North),MMR015016
 Bungalow/Brick house,50,157,207,Namsan(North),MMR015016
 Semi-pacca house,115,467,582,Namsan(North),MMR015016
 Wooden house,582,7931,8513,Namsan(North),MMR015016
 Bamboo,155,3977,4132,Namsan(North),MMR015016
 Hut 2 - 3 years,1,116,117,Namsan(North),MMR015016
 Hut 1 year,1,35,36,Namsan(North),MMR015016
 Other,5,58,63,Namsan(North),MMR015016
 Total,935,12750,13685,Namsan(North),MMR015016
