Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,36,86,122,Myothit,MMR009005
 Bungalow/Brick house,173,477,650,Myothit,MMR009005
 Semi-pacca house,113,981,1094,Myothit,MMR009005
 Wooden house,778,21505,22283,Myothit,MMR009005
 Bamboo,629,11188,11817,Myothit,MMR009005
 Hut 2 - 3 years,11,766,777,Myothit,MMR009005
 Hut 1 year,2,116,118,Myothit,MMR009005
 Other,4,83,87,Myothit,MMR009005
 Total,1746,35202,36948,Myothit,MMR009005
