Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,7699,-,7699,Lanmadaw,MMR013035
 Bungalow/Brick house,396,-,396,Lanmadaw,MMR013035
 Semi-pacca house,188,-,188,Lanmadaw,MMR013035
 Wooden house,247,-,247,Lanmadaw,MMR013035
 Bamboo,33,-,33,Lanmadaw,MMR013035
 Hut 2 - 3 years,16,-,16,Lanmadaw,MMR013035
 Hut 1 year,6,-,6,Lanmadaw,MMR013035
 Other,14,-,14,Lanmadaw,MMR013035
 Total,8599,-,8599,Lanmadaw,MMR013035
