Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,3,1,4,Kalewa,MMR005028
 Bungalow/Brick house,148,60,208,Kalewa,MMR005028
 Semi-pacca house,245,261,506,Kalewa,MMR005028
 Wooden house,1107,7969,9076,Kalewa,MMR005028
 Bamboo,413,1348,1761,Kalewa,MMR005028
 Hut 2 - 3 years,2,81,83,Kalewa,MMR005028
 Hut 1 year,3,54,57,Kalewa,MMR005028
 Other,32,8,40,Kalewa,MMR005028
 Total,1953,9782,11735,Kalewa,MMR005028
