Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,11020,-,11020,Mayangon,MMR013042
 Bungalow/Brick house,5069,-,5069,Mayangon,MMR013042
 Semi-pacca house,6806,-,6806,Mayangon,MMR013042
 Wooden house,14141,-,14141,Mayangon,MMR013042
 Bamboo,1315,-,1315,Mayangon,MMR013042
 Hut 2 - 3 years,157,-,157,Mayangon,MMR013042
 Hut 1 year,73,-,73,Mayangon,MMR013042
 Other,226,-,226,Mayangon,MMR013042
 Total,38807,-,38807,Mayangon,MMR013042
