Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,10,3,13,Kamma,MMR009015
 Bungalow/Brick house,82,136,218,Kamma,MMR009015
 Semi-pacca house,128,476,604,Kamma,MMR009015
 Wooden house,544,9276,9820,Kamma,MMR009015
 Bamboo,516,7307,7823,Kamma,MMR009015
 Hut 2 - 3 years,2,386,388,Kamma,MMR009015
 Hut 1 year,9,230,239,Kamma,MMR009015
 Other,3,35,38,Kamma,MMR009015
 Total,1294,17849,19143,Kamma,MMR009015
