Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,308,110,418,Khamaukgyi,MMR006009
 Bungalow/Brick house,74,438,512,Khamaukgyi,MMR006009
 Semi-pacca house,92,254,346,Khamaukgyi,MMR006009
 Wooden house,1044,752,1796,Khamaukgyi,MMR006009
 Bamboo,666,771,1437,Khamaukgyi,MMR006009
 Hut 2 - 3 years,28,79,107,Khamaukgyi,MMR006009
 Hut 1 year,33,44,77,Khamaukgyi,MMR006009
 Other,110,62,172,Khamaukgyi,MMR006009
 Total,2355,2510,4865,Khamaukgyi,MMR006009
