Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,86,167,253,Ponparkyin(ST),MMR016008
 Bungalow/Brick house,78,546,624,Ponparkyin(ST),MMR016008
 Semi-pacca house,58,327,385,Ponparkyin(ST),MMR016008
 Wooden house,386,1663,2049,Ponparkyin(ST),MMR016008
 Bamboo,111,3698,3809,Ponparkyin(ST),MMR016008
 Hut 2 - 3 years,2,188,190,Ponparkyin(ST),MMR016008
 Hut 1 year,-,14,14,Ponparkyin(ST),MMR016008
 Other,-,10,10,Ponparkyin(ST),MMR016008
 Total,721,6613,7334,Ponparkyin(ST),MMR016008
