Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,29,6,35,Pauktaw,MMR012007
 Bungalow/Brick house,82,33,115,Pauktaw,MMR012007
 Semi-pacca house,96,113,209,Pauktaw,MMR012007
 Wooden house,1383,10826,12209,Pauktaw,MMR012007
 Bamboo,877,15833,16710,Pauktaw,MMR012007
 Hut 2 - 3 years,1,561,562,Pauktaw,MMR012007
 Hut 1 year,-,311,311,Pauktaw,MMR012007
 Other,2,391,393,Pauktaw,MMR012007
 Total,2470,28074,30544,Pauktaw,MMR012007
