Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,104,28,132,Tamoenye(ST),MMR015011
 Bungalow/Brick house,806,591,1397,Tamoenye(ST),MMR015011
 Semi-pacca house,415,663,1078,Tamoenye(ST),MMR015011
 Wooden house,114,1005,1119,Tamoenye(ST),MMR015011
 Bamboo,544,7234,7778,Tamoenye(ST),MMR015011
 Hut 2 - 3 years,1,29,30,Tamoenye(ST),MMR015011
 Hut 1 year,4,7,11,Tamoenye(ST),MMR015011
 Other,499,1005,1504,Tamoenye(ST),MMR015011
 Total,2487,10562,13049,Tamoenye(ST),MMR015011
