Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,208,257,465,Hsihseng,MMR014004
 Bungalow/Brick house,488,2914,3402,Hsihseng,MMR014004
 Semi-pacca house,161,2039,2200,Hsihseng,MMR014004
 Wooden house,1200,8681,9881,Hsihseng,MMR014004
 Bamboo,533,15667,16200,Hsihseng,MMR014004
 Hut 2 - 3 years,43,147,190,Hsihseng,MMR014004
 Hut 1 year,8,34,42,Hsihseng,MMR014004
 Other,8,383,391,Hsihseng,MMR014004
 Total,2649,30122,32771,Hsihseng,MMR014004
