Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,29,-,29,ManKan(ST),MMR015005
 Semi-pacca house,2,3,5,ManKan(ST),MMR015005
 Wooden house,9,34,43,ManKan(ST),MMR015005
 Bamboo,41,196,237,ManKan(ST),MMR015005
 Hut 2 - 3 years,-,1,1,ManKan(ST),MMR015005
 Total,81,234,315,ManKan(ST),MMR015005
