Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,26,9,35,Kyauktalongyi(ST),MMR014001
 Bungalow/Brick house,161,1468,1629,Kyauktalongyi(ST),MMR014001
 Semi-pacca house,87,1329,1416,Kyauktalongyi(ST),MMR014001
 Wooden house,91,2679,2770,Kyauktalongyi(ST),MMR014001
 Bamboo,234,6104,6338,Kyauktalongyi(ST),MMR014001
 Hut 2 - 3 years,2,64,66,Kyauktalongyi(ST),MMR014001
 Hut 1 year,-,5,5,Kyauktalongyi(ST),MMR014001
 Other,1,5,6,Kyauktalongyi(ST),MMR014001
 Total,602,11663,12265,Kyauktalongyi(ST),MMR014001
