Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,120,1,121,Mindat,MMR004006
 Bungalow/Brick house,45,3,48,Mindat,MMR004006
 Semi-pacca house,131,7,138,Mindat,MMR004006
 Wooden house,1589,3394,4983,Mindat,MMR004006
 Bamboo,442,2678,3120,Mindat,MMR004006
 Hut 2 - 3 years,3,56,59,Mindat,MMR004006
 Hut 1 year,4,31,35,Mindat,MMR004006
 Other,9,9,18,Mindat,MMR004006
 Total,2343,6179,8522,Mindat,MMR004006
