Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,44,95,139,Namkham,MMR015010
 Bungalow/Brick house,1674,946,2620,Namkham,MMR015010
 Semi-pacca house,1028,885,1913,Namkham,MMR015010
 Wooden house,1211,4439,5650,Namkham,MMR015010
 Bamboo,2101,8366,10467,Namkham,MMR015010
 Hut 2 - 3 years,3,189,192,Namkham,MMR015010
 Hut 1 year,2,37,39,Namkham,MMR015010
 Other,69,328,397,Namkham,MMR015010
 Total,6132,15285,21417,Namkham,MMR015010
