Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,21,13,34,Chaung Oo,MMR005015
 Bungalow/Brick house,483,1313,1796,Chaung Oo,MMR005015
 Semi-pacca house,331,909,1240,Chaung Oo,MMR005015
 Wooden house,2969,8842,11811,Chaung Oo,MMR005015
 Bamboo,1225,6992,8217,Chaung Oo,MMR005015
 Hut 2 - 3 years,25,142,167,Chaung Oo,MMR005015
 Hut 1 year,19,34,53,Chaung Oo,MMR005015
 Other,8,50,58,Chaung Oo,MMR005015
 Total,5081,18295,23376,Chaung Oo,MMR005015
