Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,16,91,107,Myaing,MMR009020
 Bungalow/Brick house,44,2552,2596,Myaing,MMR009020
 Semi-pacca house,780,5561,6341,Myaing,MMR009020
 Wooden house,139,11924,12063,Myaing,MMR009020
 Bamboo,801,26972,27773,Myaing,MMR009020
 Hut 2 - 3 years,11,3418,3429,Myaing,MMR009020
 Hut 1 year,8,557,565,Myaing,MMR009020
 Other,2,765,767,Myaing,MMR009020
 Total,1801,51840,53641,Myaing,MMR009020
