Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,175,207,382,Nyaung U,MMR010022
 Bungalow/Brick house,1683,3014,4697,Nyaung U,MMR010022
 Semi-pacca house,926,2331,3257,Nyaung U,MMR010022
 Wooden house,703,4241,4944,Nyaung U,MMR010022
 Bamboo,5861,21765,27626,Nyaung U,MMR010022
 Hut 2 - 3 years,126,2338,2464,Nyaung U,MMR010022
 Hut 1 year,25,317,342,Nyaung U,MMR010022
 Other,16,934,950,Nyaung U,MMR010022
 Total,9515,35147,44662,Nyaung U,MMR010022
