Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,10,22,32,Ngaputaw,MMR017004
 Bungalow/Brick house,60,107,167,Ngaputaw,MMR017004
 Semi-pacca house,165,639,804,Ngaputaw,MMR017004
 Wooden house,1471,18574,20045,Ngaputaw,MMR017004
 Bamboo,791,11154,11945,Ngaputaw,MMR017004
 Hut 2 - 3 years,31,2144,2175,Ngaputaw,MMR017004
 Hut 1 year,11,1101,1112,Ngaputaw,MMR017004
 Other,2,1094,1096,Ngaputaw,MMR017004
 Total,2541,34835,37376,Ngaputaw,MMR017004
