Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,330,744,1074,Minesat,MMR016006
 Bungalow/Brick house,561,2397,2958,Minesat,MMR016006
 Semi-pacca house,160,978,1138,Minesat,MMR016006
 Wooden house,212,1697,1909,Minesat,MMR016006
 Bamboo,227,7777,8004,Minesat,MMR016006
 Hut 2 - 3 years,66,534,600,Minesat,MMR016006
 Hut 1 year,3,61,64,Minesat,MMR016006
 Other,2,160,162,Minesat,MMR016006
 Total,1561,14348,15909,Minesat,MMR016006
