Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,22,460,482,Minbya,MMR012005
 Bungalow/Brick house,167,65,232,Minbya,MMR012005
 Semi-pacca house,124,102,226,Minbya,MMR012005
 Wooden house,2296,13136,15432,Minbya,MMR012005
 Bamboo,1937,17486,19423,Minbya,MMR012005
 Hut 2 - 3 years,25,495,520,Minbya,MMR012005
 Hut 1 year,13,195,208,Minbya,MMR012005
 Other,31,74,105,Minbya,MMR012005
 Total,4615,32013,36628,Minbya,MMR012005
