Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,952,1053,1277,1360,1202,1408,1325,1276,1440,1085,1704,1101,1430,1161,884,1346,910,949,1390,707,1870,648,952,808,633,1768,672,743,954,592,2410,425,627,537,501,1741,549,584,783,399,2042,339,616,550,331,1563,461,457,587,313,1718,285,463,444,398,902,497,346,387,210,1063,132,193,190,113,443,101,126,98,43,398,44,65,47,40,137,42,20,49,17,161,10,18,22,13,30,10,12,7,8,54,58771,Mineye`,MMR015003
 Yes - some difficulty,19,14,2,1,1,1,-,1,1,1,-,1,2,1,2,4,2,2,4,1,4,2,2,3,-,3,2,5,3,1,14,4,3,4,1,5,1,3,3,2,9,1,4,2,5,4,5,-,2,4,15,1,5,7,3,9,6,2,5,2,14,4,8,8,5,10,4,5,6,4,19,2,3,3,3,14,4,2,5,1,27,-,6,4,1,9,2,2,1,-,11,403,Mineye`,MMR015003
 Yes - a lot of difficulty,4,-,-,1,-,-,-,1,-,2,2,1,1,1,-,1,-,-,1,-,2,2,-,-,1,1,1,-,-,1,2,-,-,1,-,2,-,1,1,1,3,4,-,1,-,5,-,2,-,1,5,-,-,-,-,1,1,1,-,-,14,1,-,2,-,3,1,3,1,-,17,1,4,1,3,8,1,2,1,-,7,-,-,1,-,4,1,-,1,-,6,138,Mineye`,MMR015003
 Yes - cannot walk at all,6,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,1,-,1,-,1,-,-,-,1,1,-,-,-,-,4,-,-,1,-,2,-,-,1,-,2,2,-,1,1,4,-,-,-,-,1,-,-,-,-,1,-,1,-,-,-,-,-,2,-,2,-,1,-,-,6,-,-,1,-,4,-,-,-,-,3,-,-,-,-,-,-,2,1,1,6,64,Mineye`,MMR015003
 Total,981,1067,1280,1362,1203,1409,1325,1278,1441,1088,1708,1103,1433,1163,886,1351,913,951,1396,708,1877,652,954,811,635,1773,675,748,957,594,2430,429,630,543,502,1750,550,588,788,402,2056,346,620,554,337,1576,466,459,589,318,1739,286,468,451,401,913,504,350,392,212,1091,137,201,202,118,458,106,135,105,47,440,47,72,52,46,163,47,24,55,18,198,10,24,27,14,43,13,16,10,9,77,59376,Mineye`,MMR015003
