Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2541,2735,3023,3163,3120,3119,3289,3672,3154,3375,3569,3221,3581,3893,3605,3352,3026,3489,3573,3046,3705,3029,2938,3117,2968,3384,2806,3167,3349,3089,3823,2845,3049,3003,2622,3336,2481,2667,2906,2687,3152,2369,2822,2460,2210,3097,2074,2236,2282,1871,2369,1831,1840,1862,1734,2042,1484,1631,1520,1154,1561,960,1082,1032,1028,1171,750,964,669,434,846,435,509,526,438,753,321,376,391,187,346,169,150,168,120,151,74,80,52,46,168,184514,Minbu,MMR009007
 Yes - some difficulty,32,15,15,4,13,13,13,11,5,11,10,8,5,9,2,10,8,5,4,8,6,5,10,6,7,14,8,11,10,15,10,10,16,11,11,13,13,11,14,21,22,19,24,18,17,26,22,31,27,27,47,34,40,41,37,66,50,49,51,43,61,40,45,42,41,63,56,74,45,49,79,45,62,58,40,66,50,57,64,48,71,27,47,36,27,42,23,17,16,9,41,2555,Minbu,MMR009007
 Yes - a lot of difficulty,19,6,2,4,1,3,3,2,2,5,3,-,3,4,5,3,1,3,3,2,1,4,3,3,2,2,3,6,6,3,4,1,6,2,3,2,8,5,3,3,7,3,6,-,7,8,7,5,4,3,13,12,5,9,9,6,10,10,6,17,21,6,14,9,15,17,14,12,11,7,21,7,21,15,10,23,8,11,23,15,26,6,8,14,9,15,9,10,8,7,31,714,Minbu,MMR009007
 Yes - cannot walk at all,9,4,3,2,3,2,5,2,4,5,2,1,6,2,1,1,4,2,3,2,3,2,2,-,1,3,-,1,1,2,6,3,1,4,1,5,2,2,2,2,7,2,-,3,2,6,1,-,5,1,-,2,5,4,5,5,2,3,5,3,4,4,1,5,3,9,3,9,5,2,8,3,6,8,6,7,8,13,8,11,18,7,8,7,10,13,3,11,7,5,20,399,Minbu,MMR009007
 Total,2601,2760,3043,3173,3137,3137,3310,3687,3165,3396,3584,3230,3595,3908,3613,3366,3039,3499,3583,3058,3715,3040,2953,3126,2978,3403,2817,3185,3366,3109,3843,2859,3072,3020,2637,3356,2504,2685,2925,2713,3188,2393,2852,2481,2236,3137,2104,2272,2318,1902,2429,1879,1890,1916,1785,2119,1546,1693,1582,1217,1647,1010,1142,1088,1087,1260,823,1059,730,492,954,490,598,607,494,849,387,457,486,261,461,209,213,225,166,221,109,118,83,67,260,188182,Minbu,MMR009007
