Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1777,2006,2055,2472,2851,2948,2905,3038,2972,3137,3177,3019,3773,3830,3148,3067,2567,2532,3216,2114,2355,1657,2087,2107,1921,2498,1697,1857,2107,1576,2319,1476,1740,1685,1354,1939,1312,1375,1583,1078,1642,1048,1763,1521,1306,1919,1242,1224,1450,1153,1725,1027,1277,1249,1058,1305,987,865,937,615,1112,521,768,697,640,974,462,548,481,251,670,183,310,307,240,522,258,212,282,112,276,94,117,101,106,107,67,47,35,24,104,128268,Ponnagyun,MMR012002
 Yes - some difficulty,11,14,17,24,22,16,11,15,10,5,8,5,4,-,3,4,1,5,4,4,6,3,7,3,5,7,3,6,8,3,8,3,6,1,1,8,3,3,3,4,4,1,7,4,2,10,4,4,7,5,9,8,6,9,4,16,9,8,11,6,16,9,15,19,14,33,12,24,21,10,36,15,19,17,24,50,33,14,20,21,50,12,18,22,19,20,12,10,3,4,25,1025,Ponnagyun,MMR012002
 Yes - a lot of difficulty,10,9,5,2,-,2,6,2,-,3,4,1,2,2,4,-,2,4,1,1,3,3,3,8,1,1,2,4,-,1,4,-,4,1,1,5,2,3,-,2,2,1,4,5,1,3,2,3,2,-,5,3,2,7,1,3,5,6,6,3,6,3,4,1,3,3,3,2,3,1,2,2,1,6,-,7,4,4,8,4,15,1,2,5,2,6,6,3,3,-,11,293,Ponnagyun,MMR012002
 Yes - cannot walk at all,15,2,-,-,4,2,5,-,1,3,2,-,5,5,2,2,-,3,3,4,3,1,2,1,4,1,-,4,1,2,1,1,-,2,-,-,-,1,-,1,2,-,2,-,1,4,-,-,-,1,3,-,1,2,1,4,2,-,2,-,3,1,-,2,3,3,1,2,1,1,7,3,1,-,-,4,-,3,2,-,5,1,3,3,-,3,1,2,1,1,2,167,Ponnagyun,MMR012002
 Total,1813,2031,2077,2498,2877,2968,2927,3055,2983,3148,3191,3025,3784,3837,3157,3073,2570,2544,3224,2123,2367,1664,2099,2119,1931,2507,1702,1871,2116,1582,2332,1480,1750,1689,1356,1952,1317,1382,1586,1085,1650,1050,1776,1530,1310,1936,1248,1231,1459,1159,1742,1038,1286,1267,1064,1328,1003,879,956,624,1137,534,787,719,660,1013,478,576,506,263,715,203,331,330,264,583,295,233,312,137,346,108,140,131,127,136,86,62,42,29,142,129753,Ponnagyun,MMR012002
