Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3395,3276,3188,3540,3677,3252,3513,3865,3694,3797,3935,3656,4134,4267,3906,3562,3404,3325,3575,3202,3358,2914,2882,2868,2423,2816,2475,2773,2879,2520,3058,2331,2608,2465,2218,2773,2165,2357,2473,1998,2271,1815,2187,2119,1818,2200,1605,1756,1621,1403,1600,1316,1428,1463,1222,1454,1142,1019,1046,871,1029,741,767,714,640,783,528,572,404,295,499,242,295,308,268,386,226,196,238,122,183,109,110,106,84,82,56,45,20,32,98,166051,Katha,MMR005020
 Yes - some difficulty,5,9,4,3,7,1,2,4,7,5,9,9,9,7,7,4,6,5,5,6,7,9,9,3,7,14,13,12,3,7,6,5,4,4,6,5,5,7,14,4,9,4,7,8,8,21,11,5,13,8,16,14,20,15,14,32,19,24,17,24,16,17,14,23,17,26,13,13,18,19,22,16,18,15,30,40,22,24,23,18,28,16,13,30,19,14,9,10,16,4,36,1146,Katha,MMR005020
 Yes - a lot of difficulty,1,1,4,3,2,4,3,2,-,1,2,1,3,2,4,2,5,1,2,3,2,8,3,1,4,3,4,3,4,2,5,2,3,5,-,3,2,3,4,3,5,1,5,7,5,6,1,2,4,2,2,5,1,3,2,8,3,8,5,6,7,2,6,3,9,7,6,4,3,6,5,4,3,4,6,9,8,7,4,4,15,3,6,3,6,5,6,5,3,1,12,363,Katha,MMR005020
 Yes - cannot walk at all,-,-,2,3,2,3,1,4,2,5,3,1,4,6,1,1,4,2,4,1,1,3,-,2,-,2,-,-,-,2,-,2,1,-,-,-,-,1,-,3,2,-,-,3,1,-,1,-,-,1,-,1,3,1,1,2,4,2,2,4,1,2,2,2,2,2,2,5,1,1,4,1,2,1,3,4,3,1,8,2,3,4,2,2,4,1,4,3,-,1,7,174,Katha,MMR005020
 Total,3401,3286,3198,3549,3688,3260,3519,3875,3703,3808,3949,3667,4150,4282,3918,3569,3419,3333,3586,3212,3368,2934,2894,2874,2434,2835,2492,2788,2886,2531,3069,2340,2616,2474,2224,2781,2172,2368,2491,2008,2287,1820,2199,2137,1832,2227,1618,1763,1638,1414,1618,1336,1452,1482,1239,1496,1168,1053,1070,905,1053,762,789,742,668,818,549,594,426,321,530,263,318,328,307,439,259,228,273,146,229,132,131,141,113,102,75,63,39,38,153,167734,Katha,MMR005020
