Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2571,2654,2847,2966,3052,3292,3156,3123,2907,3034,3173,3136,3361,3350,3189,3146,2714,2713,2852,2525,3079,2483,2562,2596,2233,2847,2309,2540,2682,2365,2796,2400,2433,2411,2053,2987,2107,1998,2384,2162,2418,1856,2325,1979,1813,2306,1812,1736,1891,1682,2091,1567,1644,1776,1550,1915,1496,1310,1430,1275,1623,1002,997,1088,814,907,603,524,355,249,482,254,290,406,327,616,323,248,293,173,275,171,138,142,111,114,76,59,51,34,99,157904,Kyaungon,MMR017007
 Yes - some difficulty,50,78,44,26,10,18,15,13,14,15,9,9,12,16,11,16,14,10,15,11,11,8,10,11,9,6,15,14,15,10,18,13,15,20,15,23,20,17,16,25,26,24,41,34,25,48,32,31,38,42,60,58,59,79,48,80,79,70,90,71,124,71,75,97,82,84,58,58,40,29,84,47,75,91,72,134,98,63,107,57,97,58,57,56,50,47,33,29,15,11,46,3777,Kyaungon,MMR017007
 Yes - a lot of difficulty,68,16,9,3,4,5,4,3,2,4,5,3,7,5,5,10,3,2,6,3,3,3,6,5,1,4,4,6,-,1,7,5,2,5,2,7,5,2,5,1,8,1,10,3,8,5,10,11,5,7,15,6,12,12,10,22,8,16,13,7,26,16,11,15,12,16,14,8,7,2,15,12,7,15,14,23,9,16,22,10,21,16,12,12,22,22,12,10,5,1,31,864,Kyaungon,MMR017007
 Yes - cannot walk at all,16,4,7,6,7,8,7,3,2,3,1,3,2,4,7,4,3,3,3,5,5,-,1,2,1,2,1,-,4,3,2,3,2,3,2,1,1,5,1,1,-,1,3,2,1,6,3,-,3,4,2,4,1,4,3,6,6,8,6,7,11,5,6,14,6,11,5,10,2,4,10,3,2,9,9,26,6,12,9,11,18,6,9,18,10,12,6,3,7,6,16,490,Kyaungon,MMR017007
 Total,2705,2752,2907,3001,3073,3323,3182,3142,2925,3056,3188,3151,3382,3375,3212,3176,2734,2728,2876,2544,3098,2494,2579,2614,2244,2859,2329,2560,2701,2379,2823,2421,2452,2439,2072,3018,2133,2022,2406,2189,2452,1882,2379,2018,1847,2365,1857,1778,1937,1735,2168,1635,1716,1871,1611,2023,1589,1404,1539,1360,1784,1094,1089,1214,914,1018,680,600,404,284,591,316,374,521,422,799,436,339,431,251,411,251,216,228,193,195,127,101,78,52,192,163035,Kyaungon,MMR017007
