Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,206,350,252,242,246,252,249,264,255,270,285,299,312,377,419,440,483,581,692,649,821,712,737,741,615,656,572,556,544,486,654,410,447,401,417,419,366,363,445,372,420,354,409,395,403,427,386,417,442,369,383,343,380,404,370,394,355,337,348,328,337,230,239,243,202,224,170,188,163,147,156,82,126,123,101,135,110,66,90,58,77,46,37,35,43,30,23,20,13,12,52,29099,Kyauktada,MMR013033
 Yes - some difficulty,1,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,1,-,-,1,-,1,-,-,1,-,-,1,3,1,-,-,1,1,-,2,3,2,1,2,4,3,2,2,3,1,3,8,2,4,6,7,8,6,6,14,8,13,7,8,12,9,11,11,10,14,15,12,12,13,8,13,21,11,13,13,7,20,15,13,13,15,10,9,16,6,8,10,5,16,502,Kyauktada,MMR013033
 Yes - a lot of difficulty,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-,1,-,1,1,-,-,1,-,-,-,-,-,-,-,2,1,-,-,2,2,4,3,1,2,2,-,1,3,1,2,-,1,3,2,2,3,1,5,2,3,6,5,1,3,1,4,2,3,5,3,9,2,10,3,3,7,5,1,6,-,1,1,11,148,Kyauktada,MMR013033
 Yes - cannot walk at all,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,1,1,1,1,-,1,-,-,1,1,1,3,1,2,3,2,-,1,-,1,1,1,-,2,-,4,1,4,1,4,4,5,3,5,2,3,4,3,7,1,5,2,2,-,2,9,104,Kyauktada,MMR013033
 Total,207,350,252,242,246,252,249,264,255,270,286,299,314,378,423,440,484,582,692,649,822,712,741,741,615,657,572,556,547,489,656,411,447,402,419,419,368,366,447,373,423,358,414,399,406,431,390,423,455,374,389,351,389,413,378,404,373,348,363,339,350,244,251,257,215,240,187,206,183,164,174,94,144,149,118,155,133,79,124,77,103,66,58,59,58,52,37,30,24,20,88,29853,Kyauktada,MMR013033
